Ship name,IMO Number,Flag,Gross tonnage,Type of ship,Date,Time,Area,Latitude,Longitude,Place,Label
RIO CARDIFF,9456953.0,Liberia,41331.0,Container ship,2010-08-19,03:20,South America (P),12° 01.00' S,77° 12.20' W,In port area,1
SE VIRIDIAN,9164017.0,Gibraltar (United Kingdom),11894.0,General cargo ship,2010-08-18,14:00,East Africa,13° 15.50' N,49° 08.00' E,In international waters,1
VINALINES STAR,9052329.0,Viet Nam,15884.0,Bulk carrier,2010-08-18,03:50,South China Sea,3° 05.00' N,105° 24.00' E,In international waters,1
BET FIGHTER,9004839.0,Isle of Man (United Kingdom),90991.0,Bulk carrier,2010-08-17,02:50,South China Sea,3° 05.00' N,105° 07.00' E,In international waters,1
CHEM ORCHID,8705606.0,Republic of Korea,18094.0,Chemical tanker,2010-08-17,03:40,South China Sea,13° 17.00' N,105° 29.00' E,In international waters,1
STOLT BOTAN,9156553.0,Liberia,6415.0,Chemical tanker,2010-08-16,01:45,South China Sea,3° 15.00' N,105° 18.50' E,In international waters,1
HONG KONG STAR,8025290.0,Saint Vincent and the Grenadines,24597.0,Bulk carrier,2010-08-15,04:00,Indian Ocean,22° 15.50' N,91° 41.30' E,In territorial waters,1
GREAT PERSEUS,9490600.0,Panama,176912.0,Bulk carrier,2010-08-12,12:10,South China Sea,1° 26.00' N,106° 49.00' E,In international waters,1
BBC ROSARIO,9337224.0,Cyprus,9620.0,General cargo ship,2010-08-12,18:51,South China Sea,1° 42.82' N,101° 27.56' E,In port area,1
ANIEK,7727073.0,Antigua and Barbuda,1008.0,General cargo ship,2010-08-11,06:40,East Africa,13° 35.92' N,42° 38.10' E,In international waters,1
GENMAR GULF,8919154.0,Marshall Islands,81135.0,Tanker,2010-08-10,03:30,South China Sea,1° 19.40' N,104° 14.70' E,In territorial waters,1
ANIEK,7727073.0,Antigua and Barbuda,1008.0,General cargo ship,2010-08-08,23:20,East Africa,12° 11.60' N,45° 43.60' E,In international waters,1
PFS KESHAVA,7822378.0,Panama,19854.0,Container ship,2010-08-02,23:40,Indian Ocean,22° 09.11' N,91° 43.64' E,In port area,1
PIONEERS SKY,8026177.0,Malta,46545.0,Barge carrier,2010-07-31,04:00,South China Sea,1° 21.40' N,104° 20.10' E,In territorial waters,1
MARTHA,9039054.0,Malta,79694.0,Bulk carrier,2010-07-18,04:00,South China Sea,1° 25.30' N,104° 24.70' E,In territorial waters,1
OCEAN CROWN,9317107.0,Cyprus,30057.0,Bulk carrier,2010-08-07,20:35,Indian Ocean,21° 52.66' N,91° 49.29' E,In port area,1
ARMINIA,8910079.0,Antigua and Barbuda,9601.0,Container ship,2010-08-08,03:30,Persian Gulf,29° 41.70' N,48° 40.10' E,In port area,1
SAGAMORE,9127863.0,United States,3838.0,General cargo ship,2010-08-08,04:00,Persian Gulf,29° 42.00' N,48° 40.30' E,In port area,1
SUR,8406901.0,Liberia,16775.0,Bulk carrier,2010-08-05,17:50,South China Sea,2° 51.00' N,105° 22.00' E,In international waters,1
SYRIA STAR,7608136.0,Saint Vincent and the Grenadines,10968.0,General cargo ship,2010-08-05,15:14,East Africa,13° 11.00' N,49° 04.00' E,In international waters,1
PELICANA,9401790.0,Singapore,39258.0,General cargo ship,2010-08-05,10:00,East Africa,12° 34.80' N,43° 24.00' E,In international waters,1
LONDON 2012,9442756.0,Liberia,43158.0,Bulk carrier,2010-08-04,13:45,East Africa,15° 48.60' N,41° 25.70' E,In international waters,1
HIRYU,8920763.0,Saint Kitts and Nevis,137025.0,Tanker,2010-08-04,03:47,South China Sea,1° 21.71' N,104° 20.44' E,In territorial waters,1
BOW SAGA,9215309.0,Norway,29965.0,Chemical tanker,2010-08-03,03:17,East Africa,12° 56.00' N,48° 08.00' E,In international waters,1
DELMAR,9330109.0,Marshall Islands,31261.0,Bulk carrier,2010-07-30,13:20,East Africa,12° 58.35' N,43° 12.09' E,In international waters,1
LAURITA RICKMERS,9152909.0,Marshall Islands,10752.0,Container ship,2010-07-07,06:00,South America (A),10° 06.10' S,48° 29.60' W,In port area,1
MV SUEZ,8218720.0,Panama,9277.0,General cargo ship,2010-08-02,04:20,East Africa,13° 02.00' N,48° 54.00' E,In international waters,1
ALTAIR TRADER,9294331.0,Isle of Man (United Kingdom),160216.0,Tanker,2010-07-31,01:45,South China Sea,13° 44.30' N,121° 01.70' E,In port area,1
SAKOBA,5011157.0,Kenya,250.0,Fishing vessel,2010-03-03,02:35,East Africa,5° 14.00' S,42° 37.00' E,In international waters,1
GRINDANGER,8507212.0,Singapore,27972.0,General cargo ship,2010-07-22,18:06,East Africa,13° 45.00' N,42° 27.00' E,In international waters,1
PACIFIC VALKYRIE,9361653.0,Singapore,2147.0,Tug,2010-07-23,05:40,South China Sea,1° 21.40' N,104° 27.50' E,In territorial waters,1
GEO MARINER,7803126.0,Malta,784.0,Research ship,2010-07-25,02:00,West Africa,4° 16.00' N,8° 52.00' E,In territorial waters,1
CAPE COSMOS,7926021.0,Cyprus,73016.0,Bulk carrier,2010-07-22,03:30,South China Sea,1° 23.51' N,104° 30.98' E,In territorial waters,1
CLIPPER MORNING,9255191.0,Bahamas,17944.0,Bulk carrier,2010-07-21,12:52,East Africa,14° 22.00' N,42° 08.00' E,In international waters,1
CONDOR BAY,8921470.0,Liberia,10405.0,Refrigerated cargo carrier,2010-07-20,05:40,South America (P),3° 15.81' S,80° 00.51' W,In port area,1
BOURBON LIBERTY 226,9562362.0,Luxembourg,1790.0,Tug,2010-07-18,13:17,South China Sea,3° 03.50' S,107° 18.40' E,In international waters,1
HARBOUR HORNBILL,9150638.0,Malaysia,4044.0,General cargo ship,2010-07-13,01:45,South China Sea,1° 59.00' N,109° 00.00' E,In territorial waters,1
AS POSEIDON,9193719.0,Marshall Islands,23722.0,Container ship,2010-07-18,00:06,South China Sea,3° 55.00' N,98° 46.00' E,In port area,1
BBC POLONIA,9415325.0,Antigua and Barbuda,6215.0,General cargo ship,2010-07-02,17:19,West Africa,4° 11.25' N,6° 55.04' E,In territorial waters,1
JOHAN STAR,7707437.0,Malaysia,5148.0,General cargo ship,2010-07-14,02:00,South China Sea,1° 58.90' N,108° 43.80' E,In international waters,1
VERGINA,8323094.0,Panama,23625.0,Bulk carrier,2010-07-12,20:30,Indian Ocean,22° 16.00' N,91° 43.19' E,In port area,1
LANPAN 6,9412555.0,Singapore,472.0,Tug,2010-05-15,12:15,South China Sea,1° 15.40' N,104° 10.90' E,In international waters,1
ITAL GLAMOUR,8511770.0,Italy,46388.0,Container ship,2010-07-09,22:20,East Africa,13° 20.00' N,42° 55.00' E,In international waters,1
VITAPRIDE,9074016.0,Malta,35884.0,Bulk carrier,2010-07-09,13:50,East Africa,15° 29.20' N,41° 42.40' E,In international waters,1
CHANG TAI HONG,9382101.0,"Hong Kong, China",40619.0,Vehicle carrier,2010-07-08,05:00,West Africa,9° 31.00' N,13° 43.00' W,In port area,1
DIPLOMAT,9340362.0,Marshall Islands,8539.0,Chemical tanker,2010-07-23,15:00,East Africa,12° 34.50' N,43° 27.60' E,In international waters,1
NOEMI,9286023.0,Marshall Islands,41526.0,Tanker,2010-07-07,00:10,South China Sea,1° 19.50' N,104° 15.60' E,In port area,1
BBC BRAZIL,9258997.0,Marshall Islands,7576.0,General cargo ship,2010-03-22,12:00,East Africa,13° 52.00' N,51° 25.00' E,In international waters,1
HELLAS SYMPHONY,9183647.0,Greece,27645.0,Tanker,2010-07-04,10:00,East Africa,15° 18.40' N,41° 49.60' E,In international waters,1
KASUGTA,9286542.0,Marshall Islands,11580.0,Chemical tanker,2010-06-28,03:30,Indian Ocean,22° 13.50' N,91° 43.70' E,In port area,1
BAHIA,9294496.0,"Hong Kong, China",40014.0,Bulk carrier,2010-06-29,04:03,South China Sea,10° 15.80' N,107° 02.35' E,In port area,1
KERGI,9005326.0,Malta,4059.0,Container ship,2010-06-27,13:40,East Africa,12° 36.60' N,43° 24.10' E,In international waters,1
JOY CHEMIST,9415038.0,Panama,5376.0,Chemical tanker,2010-06-28,23:20,South China Sea,1° 03.33' N,103° 33.88' E,In territorial waters,1
BRITOIL 62,9352444.0,Singapore,497.0,Tug,2010-06-28,11:50,South China Sea,1° 06.00' N,103° 44.00' E,In international waters,1
GOLDEN BLESSING,9539016.0,Singapore,9127.0,Chemical tanker,2010-06-28,03:27,East Africa,13° 24.00' N,49° 58.00' E,In international waters,1
ALPINE MYSTERY,9392808.0,"Hong Kong, China",29266.0,Chemical tanker,2010-06-27,19:50,East Africa,13° 27.20' N,42° 38.60' E,In international waters,1
SUNNY DREAM,9511117.0,Panama,7771.0,Chemical tanker,2010-06-26,02:30,Indian Ocean,22° 13.80' N,91° 44.00' E,In port area,1
YM TAICHUNG,9280811.0,Marshall Islands,40952.0,Container ship,2010-06-24,15:25,East Africa,13° 12.00' N,43° 03.80' E,In international waters,1
MARE TIRRENUM,9260823.0,Italy,59574.0,Tanker,2010-06-23,21:06,South America (A),10° 15.38' N,64° 42.20' W,In port area,1
ORTO,9162394.0,Panama,8649.0,Ro-ro-cargo ship,2010-06-20,04:00,Indian Ocean,22° 12.90' N,91° 43.10' E,In port area,1
ELLENITA,8307363.0,Panama,24942.0,Bulk carrier,2010-06-21,13:59,East Africa,13° 32.70' N,42° 59.10' E,In international waters,1
AI DING HU,9214642.0,China,38381.0,Tanker,2010-06-13,23:35,South China Sea,3° 13.50' N,105° 29.40' E,In territorial waters,1
TRANS PACIFIC,8506517.0,Panama,17599.0,Bulk carrier,2010-06-12,22:00,South China Sea,3° 49.80' N,105° 46.87' E,In international waters,1
CAMPOLIBRE ALAI,8719334.0,Spain,2214.0,Fishing vessel,2010-05-25,06:30,East Africa,12° 50.00' S,46° 52.00' E,In international waters,1
BSLE TERESA,8609620.0,Malta,6500.0,General cargo ship,2010-06-18,13:43,East Africa,13° 23.60' N,42° 44.80' E,In international waters,1
LPG LINDA,9351854.0,Singapore,2861.0,Tanker,2010-04-24,20:50,South China Sea,1° 18.50' N,104° 13.90' E,In territorial waters,1
WARNOW SUN,9509633.0,Liberia,22863.0,General cargo ship,2010-06-16,01:00,South China Sea,3° 56.80' N,121° 43.30' E,In port area,1
KOTA DAHLIA,9408449.0,Singapore,6245.0,Container ship,2010-06-16,02:45,South China Sea,3° 01.90' N,108° 15.80' E,In international waters,1
ALASKAN SEA,9002257.0,Liberia,55790.0,Tanker,2010-06-16,05:30,East Africa,13° 26.00' N,42° 41.00' E,In international waters,1
SP ATHENS,9498975.0,Marshall Islands,5256.0,Chemical tanker,2010-06-15,04:30,Indian Ocean,22° 12.90' N,91° 45.20' E,In port area,1
KOTA DAMAI,9353931.0,Singapore,6245.0,Container ship,2010-06-15,04:15,South China Sea,2° 59.00' N,108° 11.00' E,In territorial waters,1
RHL AQUA,9373498.0,Liberia,18480.0,Container ship,2010-06-14,00:03,West Africa,5° 13.20' N,4° 20.60' W,In port area,1
MERIOM IRIS,9442720.0,Marshall Islands,30345.0,Chemical tanker,2010-06-13,12:30,East Africa,13° 24.00' N,49° 35.00' E,In international waters,1
JK GALAXY,9562855.0,Republic of Korea,11481.0,General cargo ship,2010-06-10,01:45,South China Sea,3° 12.80' N,108° 30.10' E,In international waters,1
ORKIM LEADER,9546837.0,Malaysia,5081.0,Product tanker,2010-06-10,00:10,South China Sea,3° 10.00' N,108° 37.00' E,In international waters,1
KOTA RATNA,9167447.0,Singapore,9422.0,Container ship,2010-05-22,23:10,Indian Ocean,22° 09.90' N,91° 44.80' E,In port area,1
BUM YOUNG,9278703.0,Marshall Islands,11954.0,Chemical tanker,2010-06-07,10:30,East Africa,13° 23.00' N,42° 46.00' E,In international waters,1
ISLAMABAD,7822706.0,Pakistan,12395.0,General cargo ship,2010-06-04,15:10,East Africa,13° 21.00' N,42° 48.00' E,In international waters,1
THULELAND,7519270.0,United Kingdom,22157.0,General cargo ship,2010-06-04,03:05,South China Sea,12° 17.30' N,100° 45.70' E,In territorial waters,1
ANDRONIKI,8306797.0,Panama,16983.0,Bulk carrier,2010-06-03,05:20,East Africa,12° 17.00' N,44° 11.00' E,In international waters,1
AL-MASILAH,8000109.0,Yemen,8750.0,Chemical tanker,2010-06-02,16:00,East Africa,12° 36.04' N,43° 28.04' E,In international waters,1
QSM DUBAI,7610062.0,Panama,9213.0,General cargo ship,2010-06-02,02:00,East Africa,13° 45.00' N,50° 18.00' E,In international waters,1
ALBEDO,9041162.0,Malaysia,10859.0,Container ship,2010-06-02,03:00,Arabian Sea,21° 29.70' N,59° 41.03' E,In international waters,1
AVENUE BEAUTY,9470143.0,Malta,10784.0,Bulk carrier,2010-05-30,20:58,East Africa,13° 06.00' N,48° 42.00' E,In international waters,1
MSC CHITRA,7814838.0,Panama,33113.0,Container ship,2010-05-31,03:30,East Africa,6° 45.00' S,39° 20.00' E,In territorial waters,1
MARCAJAMA,9113458.0,Antigua and Barbuda,14473.0,Container ship,2010-05-29,05:51,South America (C),18° 34.00' N,72° 23.00' W,In territorial waters,1
THE OCEANIC,5260679.0,Panama,38772.0,Passenger ship,2010-05-05,21:12,East Africa,13° 06.00' N,48° 37.00' E,In international waters,1
MOSCOW UNIVERSITY,9166417.0,Liberia,56076.0,Tanker,2010-05-05,04:00,Arabian Sea,12° 16.00' N,59° 30.00' E,In international waters,1
KING DARIUS,9407251.0,Marshall Islands,42010.0,Tanker,2010-05-25,14:07,East Africa,14° 25.60' N,54° 22.30' E,In international waters,1
NORDNEPTUN,9277773.0,Cyprus,42432.0,Product tanker,2010-05-25,02:29,East Africa,5° 39.00' S,39° 29.00' E,In international waters,1
TI GUARDIAN,9011246.0,"Hong Kong, China",162361.0,Tanker,2010-05-21,02:30,Indian Ocean,5° 34.00' N,70° 58.00' E,In international waters,1
ALINA XXIII,9006904.0,Indonesia,53772.0,Tanker,2010-01-21,15:30,South China Sea,1° 14.56' N,104° 05.19' E,In territorial waters,1
NORD SINCERE,9544384.0,Panama,17018.0,Bulk carrier,2010-05-20,16:00,Indian Ocean,0° 46.20' N,68° 26.40' E,In international waters,1
CAPSTONE,9209128.0,Panama,39996.0,Bulk carrier,2010-05-18,17:00,South China Sea,3° 43.00' S,114° 28.00' E,In port area,1
NORTH SPIRIT,8502042.0,Saint Vincent and the Grenadines,6395.0,General cargo ship,2010-05-17,21:40,West Africa,3° 44.00' N,9° 25.00' E,In port area,1
ARGO,8506737.0,Lithuania,3999.0,Refrigerated cargo carrier,2010-05-16,22:55,West Africa,3° 44.20' N,9° 24.59' E,In port area,1
PISCES STAR,9237773.0,Liberia,11630.0,Oil tanker,2010-03-22,05:34,East Africa,15° 41.10' N,68° 16.30' E,In international waters,1
MSC SHANGHAI,9295373.0,Liberia,65483.0,Container ship,2010-03-16,20:26,South China Sea,12° 13.50' N,63° 14.10' E,In international waters,1
SANTA SURIA II,7628291.0,Malaysia,10598.0,General cargo ship,2010-05-01,04:04,Indian Ocean,22° 10.00' N,91° 44.00' E,In port area,1
KUMANO,9333761.0,Panama,20087.0,General cargo ship,2010-05-12,13:28,East Africa,12° 27.70' N,43° 43.40' E,In international waters,1
PORTOROZ,8403791.0,Malta,24625.0,Bulk carrier,2010-05-12,19:00,South America (P),12° 01.70' S,77° 12.10' W,In port area,1
MSC PEGGY,8208672.0,Panama,32696.0,Container ship,2010-05-12,16:00,East Africa,9° 58.00' S,42° 15.00' E,In international waters,1
ELENI P,9128025.0,Liberia,37707.0,Bulk carrier,2010-05-12,05:56,Arabian Sea,15° 55.00' N,60° 50.00' E,In international waters,1
PANEGA,8511586.0,Bulgaria,4499.0,Chemical tanker,2010-05-11,15:36,East Africa,12° 31.00' N,47° 08.00' E,In international waters,1
APOSTOLOS II,9260158.0,Bahamas,22072.0,Bulk carrier,2010-05-10,05:03,Indian Ocean,0° 02.00' N,65° 00.00' E,In international waters,1
GSL AFRICA,9473626.0,Liberia,27300.0,Container ship,2010-05-08,17:20,South China Sea,3° 16.00' N,105° 25.00' E,In international waters,1
STAR SEA RAINBOW,9172961.0,"Hong Kong, China",24953.0,Bulk carrier,2010-05-08,16:45,South China Sea,3° 22.30' N,105° 27.20' E,In international waters,1
OCEAN BEAUTY,7509263.0,Marshall Islands,15087.0,Bulk carrier,2010-05-04,02:00,West Africa,6° 17.90' N,3° 21.50' E,In port area,1
PU 2417,9570527.0,Singapore,288.0,Tug,2010-05-01,21:20,South China Sea,3° 38.00' N,103° 45.00' E,In international waters,1
OCEAN TRADER,8518003.0,Republic of Korea,24235.0,Bulk carrier,2010-05-05,14:20,East Africa,9° 46.14' S,41° 16.54' E,In international waters,1
ATLANTIC 3,9476628.0,Malaysia,299.0,Tug,2010-04-27,13:00,South China Sea,1° 12.23' N,104° 45.55' E,In international waters,1
APL EXPERIENCE,9333838.0,Panama,54098.0,Container ship,2010-04-28,18:48,South China Sea,10° 13.60' N,107° 07.00' E,In port area,1
ORANGE EXPRESS,9325348.0,Panama,28799.0,Product tanker,2010-04-27,20:45,West Africa,6° 06.00' N,3° 15.00' E,In international waters,1
PU 2402,9280548.0,Singapore,255.0,Tug,2010-04-27,13:33,South China Sea,4° 44.00' N,103° 58.00' E,In international waters,1
BLUEGREEN TIGRE,9514494.0,Marshall Islands,5083.0,Chemical tanker,2010-03-05,23:00,Indian Ocean,22° 11.74' N,91° 44.70' E,In port area,1
CITY OF GUANGZHOU,9374454.0,Antigua and Barbuda,26936.0,Container ship,2010-04-11,09:30,East Africa,2° 26.90' N,59° 59.80' E,In international waters,1
STAR PROVIDENCE,8317289.0,Panama,27226.0,General cargo ship,2010-04-10,22:36,South China Sea,3° 11.00' S,116° 23.00' E,In port area,1
FRANZ SCHULTE,9332418.0,Isle of Man (United Kingdom),8455.0,Chemical tanker,2010-04-04,19:18,South America (P),12° 00.00' S,77° 12.00' W,In port area,1
GOOD SEASON,7702255.0,India,41671.0,Bulk carrier,2010-04-25,05:15,East Africa,13° 46.20' N,42° 57.70' E,In international waters,1
BEAUTEMPS-BEAUPRE,9098361.0,FIS (France),3061.0,Research ship,2010-03-04,14:37,East Africa,1° 17.00' S,47° 07.00' E,In international waters,1
AL-MASILAH,8000109.0,Yemen,8750.0,Chemical tanker,2010-04-25,05:23,East Africa,13° 48.00' N,43° 00.00' E,In international waters,1
BUNGA MELATI DUA,9123661.0,Malaysia,22254.0,Chemical tanker,2010-04-25,03:48,Indian Ocean,17° 59.00' N,65° 49.00' E,In international waters,1
ISUZUGAWA,9262156.0,Panama,159929.0,Tanker,2010-04-25,02:15,Arabian Sea,18° 06.00' N,65° 47.00' E,In international waters,1
PYXIS DELTA,9314909.0,Marshall Islands,29348.0,Chemical tanker,2010-04-23,02:40,Arabian Sea,14° 48.00' N,65° 18.00' E,In international waters,1
SEA POWER,9322126.0,Marshall Islands,8539.0,Tanker,2010-04-22,03:00,South China Sea,1° 19.90' N,104° 16.10' E,In port area,1
LINDEN PRIDE,9206396.0,Panama,46021.0,Tanker,2010-04-22,03:08,South China Sea,10° 13.70' N,107° 05.00' E,In port area,1
INA,9252498.0,Malta,88702.0,Bulk carrier,2010-04-21,10:50,Indian Ocean,1° 10.00' N,65° 00.00' E,In international waters,1
VOC DAISY,9154555.0,Panama,25807.0,Barge carrier,2010-04-21,06:05,East Africa,16° 25.00' N,57° 13.00' E,In international waters,1
KUROBE,9392171.0,Panama,20069.0,General cargo ship,2010-04-20,03:45,South China Sea,6° 02.40' S,106° 54.10' E,In port area,1
THOR TRAVELLER,8503060.0,Thailand,16794.0,General cargo ship,2010-04-14,23:45,East Africa,12° 42.00' N,47° 23.00' E,In international waters,1
TOYO,9304667.0,Panama,160098.0,Tanker,2010-04-17,02:55,South China Sea,4° 02.30' N,99° 45.00' E,In international waters,1
SEMUA GEMBIRA,9494917.0,Malaysia,5182.0,Tanker,2010-04-17,06:00,South China Sea,1° 18.20' N,104° 12.70' E,In territorial waters,1
CMA CGM MONTENEGRO,9138238.0,Antigua and Barbuda,18233.0,Container ship,2010-04-12,12:15,West Africa,6° 16.60' N,3° 26.90' E,In territorial waters,1
SOUTH SEA,9286657.0,Liberia,78845.0,Tanker,2010-04-10,05:15,South China Sea,1° 28.60' S,116° 48.90' E,In port area,1
YASIN C,8208191.0,Turkey,22353.0,Bulk carrier,2010-04-07,12:12,East Africa,4° 59.00' S,43° 52.00' E,In international waters,1
NADA,9005429.0,Panama,29912.0,Container ship,2010-04-09,10:05,East Africa,13° 38.00' N,56° 08.00' E,In international waters,1
INDUSTRIAL DAWN,9347841.0,Antigua and Barbuda,7223.0,Container ship,2010-04-08,10:50,South America (A),10° 38.00' N,71° 35.00' W,In port area,1
IRAN FARAZ,9283758.0,Iran (Islamic Republic of),25214.0,Chemical tanker,2010-04-04,05:45,East Africa,13° 58.00' N,51° 25.00' E,In international waters,1
CSAV RIO DE JANEIRO,9407885.0,Liberia,52726.0,Container ship,2010-04-08,06:22,East Africa,13° 43.00' N,56° 41.00' E,In international waters,1
SAGITTARIUS,9122473.0,Liberia,16803.0,Container ship,2010-04-07,04:00,Indian Ocean,22° 14.30' N,91° 49.60' E,In port area,1
STAR YPSILON,8914257.0,Marshall Islands,77529.0,Bulk carrier,2010-04-09,02:00,South China Sea,3° 19.00' N,105° 28.90' E,In international waters,1
TAIPAN,9349174.0,Germany,10965.0,Container ship,2010-04-05,07:49,East Africa,12° 23.00' N,60° 21.00' E,In international waters,1
ITAL GARLAND,8511782.0,Italy,46388.0,Container ship,2010-04-02,08:34,East Africa,12° 50.60' N,58° 10.00' E,In international waters,1
